CategoryCode,ItemCode,DateID,DailySales
category_1,1061638,12/26/2021,1
category_2,174436,12/30/2021,10
category_2,906595,12/18/2021,1
category_1,145978,12/18/2021,10
category_1,86992,1/9/2022,4
category_2,903976,12/30/2021,5
category_2,837943,12/26/2021,10
category_1,755584,1/9/2022,10
category_2,262384,1/9/2022,5
category_3,1047130,12/18/2021,6
category_1,1077118,12/19/2021,3
category_1,43657,12/24/2021,2
category_1,1090105,12/18/2021,3
category_2,1071106,12/18/2021,10
category_3,1081069,12/30/2021,3
category_2,913561,12/12/2021,2
category_1,1054978,12/19/2021,3
category_1,3418,1/22/2022,8
category_2,130993,1/22/2022,1
category_1,1050046,1/22/2022,2
category_2,87046,12/24/2021,1
category_3,88450,12/24/2021,60
category_2,40759,12/17/2021,15
category_2,1076920,1/29/2022,2
category_3,1013335,12/17/2021,1
category_1,839374,1/29/2022,3
category_2,99079,12/24/2021,5
category_1,1081321,12/17/2021,3
category_1,1047967,12/25/2021,11
category_1,142756,1/23/2022,12
category_2,267478,2/3/2022,5
category_2,99079,1/23/2022,4
category_3,37861,12/26/2021,20
category_3,1081078,12/26/2021,3
category_1,42496,1/29/2022,14
category_2,1026871,12/25/2021,1
category_2,23569,12/26/2021,3
category_2,132028,12/17/2021,4
category_1,86992,12/12/2021,11
category_3,132334,1/22/2022,3
category_3,16936,1/9/2022,14
category_3,1047130,12/19/2021,5
category_3,1081060,12/19/2021,6
category_1,370195,12/25/2021,18
category_1,1067128,12/30/2021,3
category_2,130993,12/30/2021,3
category_1,35449,12/19/2021,5
category_2,399220,12/26/2021,6
category_1,1048975,12/12/2021,3
category_2,1064473,1/29/2022,8
category_3,1081078,12/30/2021,3
category_2,262384,12/30/2021,1
category_2,903976,12/18/2021,2
category_1,48940,1/9/2022,9
category_3,1090024,12/18/2021,2
category_1,119554,12/19/2021,27
category_4,1082743,1/9/2022,5
category_2,87559,1/22/2022,2
category_2,877624,12/30/2021,2
category_4,1003156,1/29/2022,48
category_1,17296,1/9/2022,100
category_2,65788,12/12/2021,1
category_2,216151,12/12/2021,2
category_4,1003192,12/19/2021,5
category_4,1082743,1/22/2022,5
category_1,36898,12/26/2021,6
category_2,1090240,12/30/2021,2
category_3,397213,12/30/2021,1
category_1,1047967,12/26/2021,13
category_1,1061341,12/17/2021,9
category_2,216151,12/19/2021,1
category_1,1058713,12/24/2021,6
category_2,40759,12/24/2021,28
category_1,755584,2/3/2022,9
category_2,174436,1/9/2022,8
category_3,1060630,12/18/2021,4
category_3,1047130,12/12/2021,5
category_2,1044502,12/26/2021,4
category_1,142756,1/9/2022,2
category_2,1076938,1/22/2022,24
category_2,1092184,1/22/2022,4
category_2,1105027,12/25/2021,1
category_2,213802,12/18/2021,3
category_2,20824,12/12/2021,17
category_3,16936,1/29/2022,10
category_2,20824,12/26/2021,10
category_1,1044610,12/18/2021,6
category_1,370195,12/18/2021,13
category_2,1067074,12/26/2021,1
category_2,41830,12/19/2021,4
category_1,145330,12/30/2021,5
category_1,1084498,1/29/2022,2
category_2,267496,2/3/2022,3
category_4,1024810,12/30/2021,11
category_1,1032559,12/26/2021,3
category_1,1058713,12/12/2021,2
category_1,416212,2/3/2022,5
category_2,1026871,12/12/2021,1
category_1,755584,1/23/2022,3
category_3,1063600,12/18/2021,2
category_2,130993,12/24/2021,4
category_1,1047967,12/24/2021,26
category_2,75886,12/18/2021,4
category_4,1024810,12/17/2021,8
category_1,36898,1/23/2022,7
category_2,1090249,12/25/2021,1
category_2,110320,1/23/2022,5
category_2,32245,12/17/2021,9
category_1,142756,12/24/2021,7
category_2,865933,1/9/2022,3
category_1,371239,12/19/2021,5
category_2,43630,1/9/2022,7
category_2,20824,1/29/2022,14
category_1,36898,1/9/2022,13
category_3,1060630,12/19/2021,5
category_3,397213,2/3/2022,4
category_4,23200,12/12/2021,24
category_2,110320,12/26/2021,5
category_1,42424,1/22/2022,3
category_1,76399,12/30/2021,8
category_1,1054978,12/25/2021,7
category_2,57058,1/9/2022,1
category_1,1067119,12/12/2021,1
category_1,1015621,12/30/2021,1
category_2,1098493,12/25/2021,2
category_3,1013335,12/19/2021,2
category_2,30877,12/25/2021,8
category_2,1006009,12/19/2021,2
category_1,24136,1/23/2022,9
category_2,40759,1/29/2022,11
category_2,1006009,1/23/2022,2
category_1,3427,1/9/2022,3
category_4,1003156,12/19/2021,9
category_1,1044619,12/17/2021,4
category_1,142756,1/29/2022,10
category_2,1026871,2/3/2022,1
category_2,225259,1/29/2022,2
category_3,169504,12/30/2021,129
category_3,1060630,1/22/2022,3
category_1,1061638,12/19/2021,14
category_1,17296,12/19/2021,43
category_1,1056463,12/26/2021,5
category_4,245581,12/12/2021,10
category_2,1101553,12/19/2021,2
category_2,1092184,12/30/2021,7
category_1,1058713,12/17/2021,4
category_2,39436,1/29/2022,2
category_1,1044691,2/3/2022,2
category_1,145978,12/30/2021,5
category_2,1076929,1/23/2022,3
category_1,1047967,1/29/2022,20
category_2,1090240,12/24/2021,5
category_1,43738,1/29/2022,2
category_1,1084498,12/19/2021,2
category_2,1076938,1/23/2022,34
category_2,173617,12/17/2021,4
category_2,815101,12/25/2021,2
category_1,48940,12/19/2021,1
category_1,3427,12/30/2021,7
category_2,57058,12/24/2021,2
category_2,1067092,1/22/2022,8
category_2,906595,2/3/2022,2
category_2,1006090,12/25/2021,2
category_2,211309,12/30/2021,1
category_1,86992,1/29/2022,7
category_4,872260,1/29/2022,6
category_1,24136,12/19/2021,2
category_2,1101769,1/29/2022,11
category_1,17287,12/19/2021,2
category_3,131983,12/18/2021,7
category_4,753613,1/29/2022,9
category_1,1032550,12/25/2021,1
category_2,172582,2/3/2022,1
category_2,75886,12/30/2021,1
category_2,836152,12/12/2021,4
category_2,1064473,12/12/2021,5
category_2,138742,1/29/2022,7
category_4,1082743,1/29/2022,1
category_3,16936,1/23/2022,3
category_2,1105018,1/22/2022,5
category_1,1032541,1/22/2022,201
category_3,88450,12/17/2021,7
category_2,32245,1/29/2022,7
category_2,1101553,12/30/2021,1
category_2,124954,12/18/2021,5
category_3,16936,2/3/2022,16
category_2,837943,1/29/2022,12
category_2,248272,12/18/2021,2
category_2,172582,12/25/2021,1
category_3,1066570,12/18/2021,5
category_4,753613,12/30/2021,10
category_2,262384,12/24/2021,3
category_4,1082743,12/24/2021,4
category_2,836125,12/17/2021,2
category_4,1060909,12/12/2021,2
category_4,836584,12/18/2021,18
category_2,87559,1/29/2022,3
category_2,9925,1/9/2022,2
category_2,1071106,12/17/2021,6
category_1,145330,12/24/2021,3
category_2,172033,2/3/2022,4
category_3,1081087,12/18/2021,4
category_2,216151,1/9/2022,2
category_2,1044502,12/24/2021,4
category_2,1070818,12/30/2021,1
category_2,836125,12/26/2021,4
category_3,1064572,12/26/2021,3
category_1,1090105,12/17/2021,2
category_3,1081078,12/24/2021,2
category_1,76399,12/26/2021,3
category_1,1068883,12/26/2021,2
category_1,1021264,1/29/2022,1
category_2,837943,12/17/2021,10
category_1,1048975,12/26/2021,5
category_2,906586,1/23/2022,3
category_3,1047130,1/22/2022,9
category_2,399220,1/23/2022,1
category_3,1090024,12/19/2021,3
category_2,836125,12/12/2021,8
category_2,1006090,1/22/2022,7
category_2,43630,12/18/2021,2
category_2,99079,1/29/2022,6
category_1,1077118,1/9/2022,1
category_1,43657,12/25/2021,1
category_2,40759,12/25/2021,12
category_1,839356,12/18/2021,5
category_1,3427,12/19/2021,5
category_1,1032586,2/3/2022,6
category_1,1067128,12/12/2021,1
category_2,20824,12/17/2021,10
category_2,399220,12/17/2021,11
category_2,1092184,12/17/2021,2
category_3,88450,12/25/2021,6
category_2,39436,12/12/2021,1
category_3,1013335,12/26/2021,1
category_3,1066570,12/25/2021,7
category_3,1081078,1/23/2022,2
category_1,1077118,12/17/2021,2
category_2,20824,12/19/2021,22
category_4,1060909,12/26/2021,27
category_2,836125,1/9/2022,3
category_2,858886,1/23/2022,4
category_1,839374,1/9/2022,15
category_2,1026871,1/23/2022,3
category_1,3427,12/25/2021,2
category_2,111436,2/3/2022,5
category_1,42496,12/19/2021,3
category_1,1061341,12/24/2021,13
category_2,1064473,1/22/2022,26
category_2,23569,12/17/2021,1
category_3,88450,12/26/2021,11
category_2,1076920,12/19/2021,3
category_2,815101,12/19/2021,1
category_1,1032532,12/24/2021,15
category_1,124774,1/9/2022,2
category_3,1060630,12/25/2021,5
category_2,248272,12/19/2021,1
category_4,123307,12/12/2021,41
category_1,1085749,12/24/2021,2
category_2,111382,12/24/2021,2
category_1,1068883,1/29/2022,1
category_1,3418,1/23/2022,17
category_3,1097143,12/19/2021,10
category_1,43738,1/9/2022,3
category_2,906595,1/29/2022,4
category_2,836125,12/18/2021,8
category_3,169504,12/19/2021,97
category_1,35584,2/3/2022,1
category_1,36898,12/18/2021,11
category_1,119554,12/25/2021,21
category_3,1047130,12/24/2021,12
category_4,1060909,1/23/2022,8
category_2,1101571,12/24/2021,28
category_3,1097143,2/3/2022,18
category_4,1003156,12/18/2021,29
category_2,32245,1/22/2022,1
category_2,1098502,12/24/2021,2
category_1,1044610,1/9/2022,2
category_1,142756,12/25/2021,1
category_2,64978,12/25/2021,2
category_2,877624,12/12/2021,4
category_2,86974,12/25/2021,2
category_3,131983,1/9/2022,1
category_2,132028,1/23/2022,40
category_1,42424,12/19/2021,4
category_2,837943,2/3/2022,24
category_1,1032550,1/9/2022,4
category_4,836584,1/29/2022,27
category_1,145978,12/17/2021,3
category_2,118033,12/18/2021,1
category_2,1103056,12/19/2021,2
category_1,1015621,12/19/2021,1
category_1,1044610,12/30/2021,4
category_3,169504,12/26/2021,57
category_2,87046,12/12/2021,2
category_4,1003156,12/24/2021,28
category_2,858886,12/24/2021,3
category_1,3418,12/12/2021,11
category_1,145978,1/9/2022,11
category_2,210868,1/9/2022,2
category_4,123307,2/3/2022,149
category_4,23200,12/25/2021,11
category_2,815101,12/12/2021,7
category_1,1050046,12/12/2021,2
category_1,17296,12/26/2021,30
category_2,838456,12/19/2021,5
category_2,30877,12/24/2021,6
category_1,42496,1/23/2022,5
category_3,1101661,12/30/2021,3
category_2,1090249,12/26/2021,1
category_2,1071115,12/26/2021,1
category_1,145330,1/23/2022,1
category_2,138742,1/9/2022,3
category_1,48940,1/29/2022,5
category_1,1075651,12/18/2021,5
category_2,1067074,12/12/2021,8
category_1,1084498,12/24/2021,2
category_2,1105018,12/18/2021,2
category_1,43657,2/3/2022,3
category_2,87559,12/30/2021,5
category_3,1060630,1/9/2022,10
category_2,838456,12/12/2021,6
category_2,41830,12/24/2021,3
category_2,1105009,12/24/2021,1
category_2,50785,2/3/2022,2
category_2,1067074,12/25/2021,7
category_1,1090105,1/9/2022,2
category_1,48940,12/30/2021,6
category_1,839356,12/17/2021,11
category_2,1105027,1/9/2022,3
category_1,1044682,12/26/2021,2
category_3,132334,1/29/2022,5
category_2,1090249,12/30/2021,4
category_2,216151,1/23/2022,4
category_1,1068883,12/17/2021,2
category_1,1032586,1/22/2022,6
category_3,169504,2/3/2022,11
category_3,88450,2/3/2022,15
category_1,1032541,12/25/2021,17
category_2,865933,12/17/2021,4
category_1,35530,1/9/2022,5
category_1,1032559,12/30/2021,1
category_2,836125,12/25/2021,3
category_4,1003147,2/3/2022,14
category_1,145330,12/26/2021,3
category_3,1090024,12/17/2021,2
category_4,1003192,12/26/2021,2
category_1,1044610,2/3/2022,1
category_2,838456,1/29/2022,1
category_1,1030948,12/24/2021,2
category_3,132334,12/26/2021,2
category_2,837943,12/18/2021,16
category_1,38518,12/19/2021,2
category_1,1044682,12/17/2021,21
category_4,1003156,12/12/2021,5
category_2,838456,12/24/2021,4
category_2,1101562,1/23/2022,2
category_2,57058,1/29/2022,5
category_2,1076929,12/25/2021,6
category_3,1081087,1/29/2022,5
category_1,17287,12/18/2021,2
category_1,1058713,2/3/2022,8
category_3,1101661,1/9/2022,7
category_2,216151,12/24/2021,4
category_1,145978,12/26/2021,2
category_1,839356,2/3/2022,2
category_1,1032559,12/24/2021,7
category_2,1070836,12/24/2021,3
category_1,35530,1/29/2022,1
category_4,872260,12/26/2021,2
category_2,1098493,12/19/2021,3
category_1,76399,12/12/2021,1
category_2,267496,12/19/2021,1
category_1,1049776,12/18/2021,3
category_3,1047130,1/9/2022,10
category_2,1103056,1/29/2022,2
category_3,893824,1/29/2022,6
category_2,1044502,12/12/2021,2
category_1,76399,1/22/2022,5
category_2,9925,12/12/2021,1
category_1,1067119,12/19/2021,1
category_3,7666,12/18/2021,20
category_1,42424,12/26/2021,2
category_4,1003156,12/26/2021,26
category_4,1003192,1/29/2022,14
category_2,1103056,12/24/2021,6
category_2,687616,12/24/2021,4
category_2,57058,12/25/2021,1
category_2,745945,1/22/2022,1
category_1,145978,1/22/2022,6
category_1,371239,12/12/2021,2
category_1,42424,2/3/2022,11
category_2,50785,1/23/2022,13
category_2,138742,12/17/2021,6
category_1,379249,12/17/2021,13
category_2,1105018,1/23/2022,1
category_3,1066570,12/24/2021,3
category_1,145330,12/18/2021,4
category_2,210868,12/25/2021,1
category_3,37861,1/23/2022,12
category_2,399220,12/19/2021,13
category_2,1076929,2/3/2022,1
category_2,1067074,12/17/2021,1
category_1,1090105,2/3/2022,2
category_2,43630,12/25/2021,3
category_1,142756,12/26/2021,2
category_4,1003147,12/17/2021,10
category_3,1081060,12/30/2021,5
category_2,1044502,12/17/2021,5
category_1,1044619,12/24/2021,18
category_4,731104,12/30/2021,5
category_2,903976,2/3/2022,9
category_1,37510,2/3/2022,2
category_3,1081069,12/19/2021,3
category_2,1026871,12/24/2021,1
category_1,35449,12/26/2021,2
category_1,17296,12/24/2021,60
category_1,1077118,1/22/2022,10
category_1,59047,1/22/2022,2
category_2,110320,12/30/2021,8
category_1,1032559,1/22/2022,4
category_2,130993,12/26/2021,1
category_1,1047967,12/17/2021,9
category_1,1081339,12/17/2021,7
category_2,745945,12/24/2021,5
category_1,370195,12/24/2021,15
category_2,23569,12/24/2021,4
category_1,1044682,1/29/2022,2
category_3,132334,12/30/2021,5
category_1,1077118,12/26/2021,2
category_1,1067119,12/30/2021,7
category_2,87046,12/17/2021,2
category_2,399220,12/30/2021,12
category_3,7666,1/29/2022,6
category_1,42496,12/24/2021,5
category_1,1058713,12/18/2021,9
category_3,132334,12/18/2021,6
category_3,1013335,12/30/2021,7
category_1,1068883,12/19/2021,1
category_3,88450,1/22/2022,10
category_1,1015621,2/3/2022,1
category_1,1067119,1/22/2022,2
category_3,37861,2/3/2022,117
category_3,88450,12/18/2021,8
category_2,1064473,1/23/2022,14
category_1,1032586,12/17/2021,2
category_2,267496,12/17/2021,3
category_1,3427,12/26/2021,9
category_2,687616,2/3/2022,4
category_1,1050046,12/18/2021,2
category_2,65788,2/3/2022,3
category_2,1010068,1/22/2022,3
category_2,1071106,12/25/2021,2
category_3,88450,12/30/2021,21
category_1,370195,2/3/2022,14
category_2,20824,1/23/2022,14
category_3,1060630,12/30/2021,8
category_1,145330,12/25/2021,6
category_1,3427,12/18/2021,13
category_3,7666,12/24/2021,25
category_1,37510,1/29/2022,1
category_2,174436,12/24/2021,8
category_1,1056463,1/9/2022,9
category_3,1090024,1/23/2022,1
category_4,123307,1/9/2022,125
category_2,1090258,1/9/2022,2
category_1,1047967,12/12/2021,10
category_2,838456,12/18/2021,2
category_1,1032550,12/19/2021,1
category_2,1006099,12/12/2021,1
category_2,32245,1/23/2022,5
category_2,1105009,1/9/2022,5
category_1,124774,12/24/2021,5
category_1,371104,12/26/2021,2
category_1,370195,1/9/2022,5
category_3,1081078,12/25/2021,2
category_1,1044610,12/17/2021,3
category_3,132334,2/3/2022,4
category_1,1067128,1/23/2022,2
category_2,1103056,1/9/2022,8
category_2,1076929,12/30/2021,17
category_1,1056463,12/18/2021,2
category_4,1024810,12/18/2021,16
category_1,1032559,12/12/2021,2
category_1,1085749,12/30/2021,1
category_2,687616,1/29/2022,3
category_4,1024810,12/26/2021,10
category_1,371239,2/3/2022,3
category_1,35449,12/30/2021,1
category_4,753613,12/17/2021,1
category_1,145330,1/22/2022,4
category_1,1081321,1/9/2022,4
category_2,132028,12/18/2021,29
category_4,1082743,12/26/2021,5
category_2,1067074,2/3/2022,7
category_2,99079,12/19/2021,2
category_3,169504,12/25/2021,20
category_1,1061341,12/25/2021,2
category_3,1081078,12/19/2021,2
category_3,37861,12/19/2021,15
category_1,1058713,1/23/2022,5
category_2,41830,2/3/2022,2
category_2,124954,12/24/2021,2
category_2,172582,12/30/2021,3
category_1,1054978,12/30/2021,3
category_1,43657,12/18/2021,1
category_3,16936,12/17/2021,5
category_2,1092184,1/9/2022,1
category_2,43630,12/12/2021,1
category_1,76399,12/25/2021,1
category_2,1006099,2/3/2022,2
category_1,119554,12/17/2021,10
category_1,1032541,12/24/2021,21
category_1,839374,12/19/2021,10
category_2,30877,12/12/2021,6
category_3,1064572,12/24/2021,5
category_2,815101,1/23/2022,7
category_2,32245,12/19/2021,3
category_1,35584,1/29/2022,1
category_1,839374,2/3/2022,4
category_1,42424,12/24/2021,8
category_2,86974,2/3/2022,18
category_2,1070836,12/19/2021,1
category_1,37510,12/30/2021,1
category_1,1015621,1/23/2022,3
category_3,1081060,1/9/2022,9
category_1,86992,2/3/2022,15
category_3,37861,12/30/2021,18
category_1,86992,12/25/2021,11
category_1,1058713,12/30/2021,8
category_1,42424,12/18/2021,15
category_2,1070836,12/18/2021,2
category_4,1003183,1/23/2022,2
category_4,245581,1/29/2022,19
category_2,23569,12/12/2021,3
category_1,3427,12/17/2021,5
category_2,213802,2/3/2022,1
category_1,35530,12/30/2021,1
category_1,36898,1/29/2022,7
category_2,865933,12/18/2021,9
category_1,1054978,12/18/2021,7
category_2,1067074,12/24/2021,9
category_2,1064473,12/17/2021,11
category_2,87559,12/12/2021,3
category_4,123307,12/30/2021,151
category_2,877624,2/3/2022,9
category_3,131983,12/25/2021,7
category_3,1101661,1/23/2022,14
category_1,1058713,1/22/2022,4
category_2,1090276,12/24/2021,4
category_2,1071124,1/9/2022,1
category_2,836125,1/29/2022,20
category_2,1064473,2/3/2022,5
category_3,893824,12/24/2021,22
category_1,379249,12/30/2021,58
category_2,9925,12/19/2021,5
category_2,1070818,12/24/2021,4
category_2,41830,12/18/2021,2
category_4,245581,12/19/2021,13
category_2,267478,12/25/2021,2
category_3,131983,1/29/2022,6
category_2,1026871,12/19/2021,2
category_1,38518,1/9/2022,5
category_2,132028,1/22/2022,39
category_1,142756,12/18/2021,8
category_2,1006009,12/24/2021,1
category_3,1081087,1/23/2022,8
category_3,7666,12/19/2021,19
category_2,30877,12/17/2021,2
category_2,40759,1/9/2022,8
category_2,906586,12/24/2021,3
category_2,858886,12/25/2021,1
category_3,1090024,1/29/2022,11
category_1,35530,12/25/2021,1
category_2,1101769,2/3/2022,3
category_2,1076920,12/17/2021,2
category_1,119554,12/30/2021,17
category_1,1075651,12/24/2021,2
category_2,1064473,12/25/2021,4
category_2,118033,1/9/2022,2
category_2,23569,1/29/2022,6
category_2,132028,12/25/2021,21
category_1,145330,1/9/2022,3
category_2,172582,12/19/2021,2
category_2,836125,12/30/2021,6
category_1,755584,12/30/2021,1
category_2,50785,12/24/2021,1
category_4,836584,12/30/2021,12
category_1,124774,12/25/2021,3
category_2,172033,1/9/2022,4
category_1,1032541,2/3/2022,11
category_4,836584,12/17/2021,28
category_2,124954,1/9/2022,2
category_1,59047,12/26/2021,1
category_2,837943,1/23/2022,11
category_2,174436,12/12/2021,5
category_2,173617,12/12/2021,3
category_1,145978,12/19/2021,10
category_2,858886,12/26/2021,2
category_1,48940,12/12/2021,3
category_2,40759,1/22/2022,7
category_1,37510,1/22/2022,2
category_2,124954,12/12/2021,2
category_1,1032586,12/12/2021,4
category_2,1101769,1/22/2022,2
category_2,87559,12/19/2021,3
category_1,839374,12/17/2021,23
category_1,124774,12/17/2021,8
category_1,76399,1/29/2022,9
category_1,1047967,1/22/2022,7
category_3,1101661,12/26/2021,4
category_2,837943,12/25/2021,13
category_2,138742,12/12/2021,3
category_1,1048975,1/9/2022,6
category_2,124954,1/29/2022,4
category_4,731104,12/25/2021,6
category_1,3418,1/29/2022,9
category_1,86992,12/17/2021,5
category_3,1064572,1/22/2022,4
category_1,17287,12/30/2021,3
category_1,1032550,12/24/2021,3
category_2,1076929,12/18/2021,1
category_4,836584,1/9/2022,74
category_3,1013335,1/9/2022,1
category_2,138742,12/25/2021,3
category_1,1049776,12/24/2021,10
category_3,37861,12/24/2021,18
category_3,1081078,1/9/2022,4
category_4,1003147,12/25/2021,13
category_2,1006099,12/19/2021,2
category_3,1081060,1/22/2022,10
category_4,123307,12/18/2021,96
category_2,40759,12/12/2021,12
category_2,20824,1/22/2022,13
category_1,1075651,12/17/2021,2
category_2,745945,12/30/2021,5
category_3,1066570,12/30/2021,6
category_2,248272,12/24/2021,7
category_1,1061341,1/22/2022,8
category_2,906595,1/22/2022,1
category_2,1101571,12/25/2021,21
category_4,836584,12/19/2021,13
category_3,88450,12/12/2021,4
category_3,7666,1/23/2022,7
category_2,815101,12/26/2021,5
category_1,371239,12/25/2021,5
category_1,124774,12/12/2021,2
category_1,3418,12/25/2021,9
category_1,1032568,1/22/2022,1
category_2,838456,1/23/2022,2
category_1,1058713,12/19/2021,7
category_3,1081060,12/17/2021,22
category_2,39436,12/25/2021,1
category_1,42496,1/22/2022,6
category_2,687616,12/12/2021,3
category_4,1024810,12/25/2021,9
category_1,35584,12/18/2021,7
category_3,169504,12/24/2021,134
category_2,1076938,12/18/2021,11
category_1,1061638,12/30/2021,16
category_1,1061341,12/18/2021,13
category_1,17296,12/17/2021,143
category_4,123307,12/17/2021,60
category_1,1061341,1/29/2022,11
category_2,20824,12/24/2021,20
category_1,86992,12/18/2021,8
category_2,172033,12/30/2021,1
category_2,111382,12/26/2021,2
category_1,1032586,1/9/2022,5
category_3,397213,12/18/2021,4
category_2,877624,1/29/2022,4
category_1,1030948,1/29/2022,2
category_1,119554,1/22/2022,14
category_2,1076920,12/18/2021,2
category_3,1097143,12/25/2021,4
category_2,1101562,12/30/2021,2
category_1,1090294,1/23/2022,3
category_2,40759,12/18/2021,11
category_3,131983,12/24/2021,7
category_1,1075651,12/30/2021,1
category_2,20824,12/30/2021,23
category_2,59749,12/19/2021,12
category_2,836152,12/19/2021,2
category_3,131983,12/17/2021,6
category_1,36898,12/12/2021,6
category_2,815101,1/29/2022,2
category_2,838456,12/17/2021,2
category_1,1044691,12/12/2021,5
category_4,245581,1/22/2022,15
category_2,1098502,1/23/2022,3
category_1,755584,1/22/2022,5
category_4,753613,12/26/2021,5
category_3,131983,1/23/2022,6
category_3,1101661,12/18/2021,4
category_2,1092184,2/3/2022,5
category_1,1067128,1/9/2022,2
category_1,1061341,1/9/2022,11
category_2,225259,12/19/2021,7
category_4,1060909,12/30/2021,13
category_3,1013335,1/22/2022,4
category_2,216151,12/25/2021,1
category_4,1024810,1/29/2022,28
category_1,1032532,1/22/2022,87
category_2,132028,12/26/2021,14
category_1,124774,12/30/2021,2
category_4,1024810,12/24/2021,34
category_1,1084498,1/9/2022,3
category_1,1067128,12/18/2021,2
category_1,379249,12/18/2021,8
category_2,87046,12/26/2021,5
category_2,1006099,1/22/2022,1
category_1,35449,12/18/2021,3
category_2,172582,1/29/2022,1
category_2,59749,2/3/2022,4
category_1,1077118,1/29/2022,14
category_1,1048975,12/19/2021,3
category_2,174436,12/17/2021,8
category_1,86992,12/30/2021,12
category_4,23200,12/17/2021,13
category_1,17296,2/3/2022,91
category_1,1081339,12/25/2021,8
category_2,838456,12/25/2021,2
category_2,1076920,12/24/2021,4
category_2,836125,1/23/2022,3
category_3,1090024,12/12/2021,4
category_2,836152,12/30/2021,2
category_2,138742,12/24/2021,5
category_1,43657,1/22/2022,1
category_3,1090024,12/24/2021,3
category_2,248272,12/12/2021,2
category_1,755584,12/18/2021,3
category_2,1090249,12/24/2021,1
category_2,1090249,1/9/2022,3
category_2,687616,12/17/2021,1
category_3,132334,1/9/2022,4
category_1,1050046,1/23/2022,5
category_2,172033,12/18/2021,8
category_2,1092184,12/25/2021,2
category_3,1101661,2/3/2022,6
category_2,687616,1/23/2022,3
category_2,1101571,1/29/2022,4
category_2,20824,12/18/2021,13
category_1,17296,1/23/2022,49
category_2,1090249,12/12/2021,2
category_2,174436,12/18/2021,5
category_4,123307,1/22/2022,23
category_1,1032532,12/25/2021,19
category_3,1090024,12/30/2021,4
category_1,371104,12/12/2021,5
category_2,1071106,12/24/2021,6
category_4,836584,12/26/2021,12
category_2,30877,12/30/2021,11
category_2,1070836,12/26/2021,3
category_2,837943,1/22/2022,6
category_2,906586,12/26/2021,2
category_2,836125,2/3/2022,16
category_1,1032532,1/29/2022,45
category_1,1058713,12/26/2021,4
category_2,117610,1/22/2022,1
category_2,999403,1/22/2022,3
category_2,173617,2/3/2022,1
category_1,1032559,12/25/2021,1
category_3,132334,12/25/2021,5
category_1,35584,12/25/2021,1
category_4,872260,12/18/2021,4
category_2,50785,12/25/2021,2
category_4,123307,12/24/2021,111
category_1,839356,1/9/2022,6
category_2,399220,1/29/2022,2
category_1,145330,1/29/2022,4
category_2,1076920,12/12/2021,1
category_3,1047130,2/3/2022,7
category_1,1090105,1/22/2022,1
category_3,37861,1/29/2022,23
category_1,42424,12/17/2021,4
category_1,119554,1/29/2022,31
category_1,1081321,12/30/2021,1
category_1,755584,12/17/2021,7
category_2,1105027,12/18/2021,2
category_3,1064572,1/23/2022,1
category_2,903976,12/26/2021,3
category_4,245581,1/23/2022,32
category_2,399220,12/25/2021,12
category_1,1044619,2/3/2022,5
category_2,1090258,12/26/2021,2
category_2,23569,1/23/2022,6
category_1,1081339,12/30/2021,6
category_2,906586,12/18/2021,3
category_2,815101,12/17/2021,3
category_2,138742,2/3/2022,4
category_2,903976,1/29/2022,2
category_2,1067092,12/26/2021,14
category_2,172033,12/24/2021,3
category_2,225259,12/25/2021,2
category_2,1070836,12/25/2021,1
category_4,872260,12/12/2021,1
category_1,1032541,1/29/2022,104
category_2,906595,12/24/2021,5
category_2,1071106,2/3/2022,1
category_2,1044502,12/19/2021,1
category_2,1006099,1/23/2022,2
category_1,1044610,12/26/2021,2
category_2,9925,2/3/2022,2
category_2,248272,12/25/2021,5
category_2,1006090,1/29/2022,5
category_2,1103056,2/3/2022,6
category_2,1098502,12/17/2021,1
category_1,1067128,12/19/2021,1
category_4,836584,12/25/2021,12
category_1,1054978,12/17/2021,7
category_4,1003192,12/17/2021,6
category_4,836584,12/24/2021,16
category_1,1032586,12/30/2021,4
category_3,1060630,1/23/2022,6
category_2,1101553,1/9/2022,2
category_2,815101,1/22/2022,4
category_1,124774,12/18/2021,9
category_1,36898,12/25/2021,10
category_4,1003192,1/9/2022,4
category_1,1090114,12/12/2021,2
category_1,1032532,1/9/2022,15
category_2,865933,12/25/2021,2
category_1,17287,1/9/2022,1
category_2,1090240,12/19/2021,2
category_3,1047130,1/23/2022,12
category_1,1044682,12/25/2021,8
category_3,1081060,12/24/2021,15
category_2,1006090,12/26/2021,1
category_4,1003192,1/23/2022,1
category_1,1067128,2/3/2022,7
category_3,169504,1/9/2022,76
category_2,1070818,1/22/2022,4
category_3,1064572,12/25/2021,1
category_1,755584,12/12/2021,2
category_2,1098493,12/12/2021,2
category_2,1098493,12/26/2021,2
category_2,117610,12/12/2021,1
category_1,1030948,12/12/2021,1
category_2,174436,1/29/2022,12
category_2,1101571,2/3/2022,4
category_2,41830,12/17/2021,2
category_3,1047130,1/29/2022,14
category_2,138742,12/19/2021,12
category_1,1061638,12/12/2021,2
category_3,132334,12/24/2021,3
category_2,745945,12/17/2021,2
category_1,38518,12/18/2021,4
category_4,1082743,12/19/2021,9
category_2,877624,12/17/2021,3
category_2,172582,1/22/2022,2
category_1,1049776,12/19/2021,4
