CategoryCode,ItemCode,Week,WeeklySales
category_2,1101769,2022_6,33
category_2,1090258,2022_6,35
category_2,30877,2022_6,92
category_2,75886,2022_6,14
category_2,1006108,2022_6,12
category_3,131983,2022_6,37
category_2,172582,2022_6,16
category_1,1032541,2022_6,165
category_4,1082743,2022_6,83
category_2,9925,2022_6,21
category_2,399220,2022_6,37
category_2,837943,2022_6,78
category_1,86992,2022_6,104
category_2,1070836,2022_6,15
category_1,1067128,2022_6,10
category_3,1047130,2022_6,75
category_3,88450,2022_6,96
category_2,124954,2022_6,32
category_1,24136,2022_6,26
category_1,1047967,2022_6,104
category_3,1066570,2022_6,33
category_1,17296,2022_6,331
category_1,1032550,2022_6,13
category_2,1010068,2022_6,16
category_2,836125,2022_6,33
category_3,1060630,2022_6,22
category_1,1032532,2022_6,153
category_2,174436,2022_6,47
category_3,1013335,2022_6,11
category_2,1098493,2022_6,7
category_1,42496,2022_6,30
category_1,1032586,2022_6,19
category_2,50785,2022_6,65
category_1,38518,2022_6,35
category_2,216151,2022_6,13
category_2,745945,2022_6,16
category_3,1081078,2022_6,11
category_4,1003183,2022_6,37
category_1,35449,2022_6,29
category_2,87559,2022_6,30
category_2,1067074,2022_6,74
category_2,23569,2022_6,16
category_2,815101,2022_6,21
category_2,838456,2022_6,13
category_2,210868,2022_6,4
category_2,1098502,2022_6,5
category_1,3427,2022_6,35
category_2,132028,2022_6,142
category_2,118033,2022_6,8
category_4,753613,2022_6,129
category_1,43738,2022_6,31
category_2,1105018,2022_6,6
category_2,262384,2022_6,16
category_1,1044682,2022_6,34
category_1,1056463,2022_6,33
category_1,1032568,2022_6,3
category_2,40759,2022_6,26
category_1,1048975,2022_6,35
category_1,839356,2022_6,92
category_4,1003147,2022_6,36
category_1,119554,2022_6,140
category_2,117610,2022_6,7
category_1,416212,2022_6,16
category_2,99079,2022_6,17
category_2,211309,2022_6,14
category_1,1075651,2022_6,18
category_1,17287,2022_6,23
category_1,370195,2022_6,52
category_3,1090024,2022_6,64
category_2,172033,2022_6,5
category_2,1067092,2022_6,76
category_2,59749,2022_6,32
category_2,1090276,2022_6,13
category_1,36898,2022_6,70
category_1,43657,2022_6,23
category_3,1101661,2022_6,27
category_4,245581,2022_6,153
category_1,1030948,2022_6,5
category_2,877624,2022_6,22
category_2,110320,2022_6,31
category_1,145978,2022_6,32
category_2,836152,2022_6,21
category_1,1049776,2022_6,27
category_2,1006009,2022_6,3
category_1,1058713,2022_6,69
category_3,37861,2022_6,239
category_1,42424,2022_6,59
category_1,1050046,2022_6,16
category_1,142756,2022_6,83
category_2,1071106,2022_6,19
category_3,893824,2022_6,27
category_1,755584,2022_6,54
category_2,1103056,2022_6,10
category_1,1090303,2022_6,11
category_2,903976,2022_6,31
category_1,1032559,2022_6,16
category_2,687616,2022_6,14
category_2,1092184,2022_6,22
category_2,267478,2022_6,11
category_2,39436,2022_6,23
category_2,43630,2022_6,49
category_2,1105027,2022_6,14
category_2,1101562,2022_6,7
category_3,169504,2022_6,371
category_1,1068883,2022_6,11
category_1,3418,2022_6,72
category_1,1015621,2022_6,17
category_3,1097143,2022_6,74
category_2,1044502,2022_6,18
category_3,7666,2022_6,39
category_2,1076929,2022_6,6
category_1,1090294,2022_6,11
category_3,1063600,2022_6,10
category_1,1090114,2022_6,10
category_2,999403,2022_6,16
category_2,111382,2022_6,10
category_3,16936,2022_6,71
category_2,1026871,2022_6,11
category_1,1067119,2022_6,34
category_1,35530,2022_6,22
category_2,1070818,2022_6,5
category_3,1064572,2022_6,8
category_2,248272,2022_6,19
category_1,1085749,2022_6,12
category_1,35584,2022_6,10
category_3,1081069,2022_6,9
category_1,37510,2022_6,11
category_2,111436,2022_6,9
category_2,1076920,2022_6,8
category_3,397213,2022_6,22
category_1,379249,2022_6,12
category_1,371239,2022_6,9
category_2,1105009,2022_6,11
category_2,225259,2022_6,14
category_2,213802,2022_6,7
category_1,1021264,2022_6,7
category_1,1077118,2022_6,13
category_1,145330,2022_6,11
category_2,906586,2022_6,6
category_2,57058,2022_6,5
category_2,267496,2022_6,5
category_3,132334,2022_6,13
category_1,1081321,2022_6,6
category_1,1090105,2022_6,5
category_2,906595,2022_6,7
category_2,1090240,2022_6,12
category_1,1081339,2022_6,3
category_2,1071124,2022_6,2
category_4,1003156,2022_6,60
category_2,1006099,2022_6,13
category_2,1101571,2022_6,17
category_4,1060909,2022_6,179
category_2,1101553,2022_6,1
category_2,173617,2022_6,18
category_1,59047,2022_6,4
category_3,1081060,2022_6,25
category_1,124774,2022_6,7
category_2,1071115,2022_6,9
category_2,858886,2022_6,9
category_2,65788,2022_6,9
category_4,23200,2022_6,22
category_4,1024810,2022_6,21
category_1,1044619,2022_6,45
category_4,872260,2022_6,12
category_1,1084498,2022_6,7
category_1,1044610,2022_6,4
category_1,1061341,2021_49,40
category_1,1044610,2021_49,14
category_1,59047,2021_49,12
category_4,1060909,2021_49,66
category_2,1010068,2021_49,60
category_1,1021264,2021_49,24
category_1,76399,2021_49,16
category_2,118033,2021_49,8
category_1,145978,2021_49,31
category_1,1050046,2021_49,69
category_2,43630,2021_49,39
category_2,87046,2021_49,17
category_4,1024810,2021_49,85
category_2,173617,2021_49,14
category_2,1103056,2021_49,12
category_1,1032541,2021_49,166
category_4,1003156,2021_49,56
category_3,1081087,2021_49,13
category_2,41830,2021_49,13
category_1,42496,2021_49,102
category_1,3427,2021_49,46
category_1,370195,2021_49,90
category_1,37510,2021_49,12
category_2,1064473,2021_49,27
category_1,1032559,2021_49,16
category_2,132028,2021_49,127
category_1,35530,2021_49,21
category_1,1058713,2021_49,41
category_2,1067074,2021_49,31
category_2,30877,2021_49,103
category_4,245581,2021_49,104
category_2,1067092,2021_49,71
category_1,48940,2021_49,6
category_1,1032586,2021_49,19
category_1,1044682,2021_49,71
category_1,145330,2021_49,15
category_3,88450,2021_49,99
category_1,379249,2021_49,49
category_3,1060630,2021_49,25
category_1,1047967,2021_49,86
category_2,32245,2021_49,38
category_1,1044691,2021_49,23
category_1,1049776,2021_49,35
category_2,248272,2021_49,13
category_4,23200,2021_49,195
category_2,99079,2021_49,17
category_1,1044619,2021_49,35
category_1,86992,2021_49,54
category_3,7666,2021_49,141
category_4,872260,2021_49,17
category_1,142756,2021_49,19
category_2,865933,2021_49,25
category_2,174436,2021_49,45
category_2,1071115,2021_49,6
category_3,1047130,2021_49,37
category_1,1032550,2021_49,11
category_1,1081321,2021_49,20
category_2,836152,2021_49,37
category_2,59749,2021_49,70
category_2,65788,2021_49,13
category_2,837943,2021_49,96
category_1,1054978,2021_49,49
category_1,43657,2021_49,9
category_1,3418,2021_49,101
category_1,124774,2021_49,27
category_2,124954,2021_49,14
category_1,1068883,2021_49,9
category_3,1066570,2021_49,33
category_2,39436,2021_49,10
category_3,132334,2021_49,34
category_1,42424,2021_49,58
category_1,755584,2021_49,20
category_1,43738,2021_49,19
category_1,36898,2021_49,76
category_2,1071106,2021_49,14
category_4,123307,2021_49,396
category_1,1048975,2021_49,14
category_3,169504,2021_49,697
category_2,687616,2021_49,23
category_4,1003147,2021_49,39
category_1,35584,2021_49,8
category_2,903976,2021_49,19
category_2,1090249,2021_49,13
category_2,262384,2021_49,16
category_1,1032532,2021_49,186
category_2,1006009,2021_49,3
category_2,20824,2021_49,122
category_1,1061638,2021_49,34
category_2,50785,2021_49,15
category_1,24136,2021_49,23
category_1,119554,2021_49,207
category_1,1015621,2021_49,9
category_1,416212,2021_49,10
category_2,815101,2021_49,44
category_1,1090114,2021_49,4
category_2,1006090,2021_49,19
category_2,745945,2021_49,6
category_2,858886,2021_49,3
category_2,906586,2021_49,6
category_2,172033,2021_49,15
category_1,1084498,2021_49,25
category_4,1074823,2021_49,48
category_2,1090240,2021_49,131
category_2,1044502,2021_49,14
category_2,40759,2021_49,87
category_3,1090024,2021_49,14
category_2,75886,2021_49,8
category_1,371239,2021_49,17
category_2,111382,2021_49,15
category_2,1098502,2021_49,4
category_2,399220,2021_49,31
category_4,836584,2021_49,112
category_2,138742,2021_49,24
category_3,1101661,2021_49,26
category_4,1003183,2021_49,15
category_2,1105018,2021_49,6
category_2,9925,2021_49,21
category_3,131983,2021_49,39
category_2,86974,2021_49,30
category_2,913561,2021_49,15
category_1,1056463,2021_49,22
category_2,216151,2021_49,19
category_2,225259,2021_49,15
category_3,16936,2021_49,28
category_2,1070836,2021_49,12
category_2,877624,2021_49,39
category_3,37861,2021_49,127
category_2,1090258,2021_49,21
category_2,838456,2021_49,18
category_2,110320,2021_49,53
category_1,17287,2021_49,23
category_2,836125,2021_49,34
category_4,731104,2021_49,9
category_2,1090276,2021_49,5
category_1,35449,2021_49,27
category_1,1075651,2021_49,15
category_1,371104,2021_49,9
category_2,213802,2021_49,11
category_1,17296,2021_49,595
category_1,38518,2021_49,28
category_1,839374,2021_49,20
category_3,1081060,2021_49,36
category_1,1090105,2021_49,5
category_1,1067119,2021_49,24
category_1,1032568,2021_49,6
category_2,267496,2021_49,15
category_1,1067128,2021_49,7
category_3,1081078,2021_49,21
category_3,893824,2021_49,39
category_3,1063600,2021_49,9
category_2,117610,2021_49,4
category_1,839356,2021_49,46
category_2,130993,2021_49,12
category_2,87559,2021_49,15
category_4,753613,2021_49,5
category_2,1076920,2021_49,9
category_1,1090303,2021_49,6
category_1,1090294,2021_49,10
category_2,111436,2021_49,14
category_2,1105009,2021_49,9
category_2,999403,2021_49,6
category_2,1092184,2021_49,23
category_1,1030948,2021_49,7
category_3,1097143,2021_49,32
category_3,1081069,2021_49,14
category_4,1082743,2021_49,13
category_2,1105027,2021_49,10
category_2,210868,2021_49,5
category_2,1006099,2021_49,8
category_1,1085749,2021_49,5
category_2,1076938,2021_49,5
category_2,1026871,2021_49,10
category_2,64978,2021_49,6
category_3,1064572,2021_49,6
category_2,23569,2021_49,11
category_2,906595,2021_49,7
category_2,1101562,2021_49,7
category_2,172582,2021_49,39
category_2,1101553,2021_49,16
category_2,1071124,2021_49,14
category_2,211309,2021_49,12
category_3,1013335,2021_49,3
category_2,1098493,2021_49,9
category_2,1101571,2021_49,2
category_2,57058,2021_49,13
category_1,1077118,2021_49,10
category_2,1076929,2021_49,3
category_3,397213,2021_49,3
category_1,1081339,2021_49,15
category_4,1003192,2021_49,11
category_2,1006108,2021_49,5
category_2,1070818,2021_49,4
category_2,1090249,2021_42,10
category_2,1098493,2021_42,11
category_4,1060909,2021_42,60
category_2,174436,2021_42,69
category_1,36898,2021_42,90
category_4,753613,2021_42,12
category_3,1090024,2021_42,24
category_1,1054978,2021_42,63
category_2,23569,2021_42,11
category_2,30877,2021_42,51
category_3,1081087,2021_42,28
category_1,145978,2021_42,34
category_2,216151,2021_42,18
category_3,1047130,2021_42,49
category_4,836584,2021_42,88
category_2,1044502,2021_42,23
category_1,43657,2021_42,3
category_1,1056463,2021_42,37
category_2,1098502,2021_42,4
category_2,1105009,2021_42,5
category_1,1032532,2021_42,70
category_3,893824,2021_42,23
category_2,1067074,2021_42,39
category_3,1060630,2021_42,45
category_3,1081060,2021_42,62
category_1,1032541,2021_42,65
category_2,1070818,2021_42,16
category_2,110320,2021_42,22
category_3,1063600,2021_42,4
category_1,38518,2021_42,19
category_1,17296,2021_42,276
category_1,37510,2021_42,6
category_3,131983,2021_42,33
category_1,1047967,2021_42,113
category_1,124774,2021_42,23
category_1,119554,2021_42,110
category_3,1081069,2021_42,12
category_2,20824,2021_42,112
category_1,1032586,2021_42,16
category_2,59749,2021_42,38
category_3,7666,2021_42,185
category_1,76399,2021_42,31
category_1,1032568,2021_42,4
category_3,1013335,2021_42,8
category_1,1044682,2021_42,21
category_3,132334,2021_42,11
category_1,3427,2021_42,48
category_2,1064473,2021_42,31
category_1,3418,2021_42,41
category_2,124954,2021_42,18
category_2,1026871,2021_42,13
category_3,1066570,2021_42,76
category_1,1058713,2021_42,23
category_1,1067119,2021_42,23
category_4,23200,2021_42,7
category_1,42424,2021_42,12
category_2,262384,2021_42,13
category_2,903976,2021_42,11
category_3,88450,2021_42,64
category_2,399220,2021_42,20
category_2,1103056,2021_42,12
category_2,40759,2021_42,43
category_4,1074823,2021_42,398
category_2,837943,2021_42,80
category_2,65788,2021_42,52
category_4,245581,2021_42,59
category_2,906586,2021_42,8
category_1,142756,2021_42,45
category_2,1101562,2021_42,10
category_1,1081321,2021_42,19
category_1,43738,2021_42,8
category_4,1024810,2021_42,34
category_4,1003156,2021_42,44
category_1,48940,2021_42,8
category_2,32245,2021_42,45
category_2,815101,2021_42,31
category_3,37861,2021_42,78
category_2,1070836,2021_42,12
category_2,39436,2021_42,26
category_1,42496,2021_42,22
category_4,123307,2021_42,378
category_2,132028,2021_42,109
category_2,1071124,2021_42,18
category_4,872260,2021_42,22
category_3,169504,2021_42,808
category_1,86992,2021_42,37
category_1,24136,2021_42,130
category_1,1044691,2021_42,11
category_2,43630,2021_42,21
category_1,839356,2021_42,53
category_1,379249,2021_42,30
category_2,1092184,2021_42,12
category_1,1061341,2021_42,54
category_2,138742,2021_42,13
category_1,1050046,2021_42,16
category_1,1090105,2021_42,8
category_1,1015621,2021_42,5
category_4,731104,2021_42,9
category_2,172582,2021_42,12
category_2,118033,2021_42,12
category_3,1081078,2021_42,12
category_1,1030948,2021_42,6
category_2,117610,2021_42,14
category_1,1090114,2021_42,5
category_2,1090240,2021_42,12
category_3,1064572,2021_42,7
category_2,1101571,2021_42,7
category_2,838456,2021_42,8
category_2,9925,2021_42,13
category_2,836152,2021_42,12
category_1,35584,2021_42,4
category_2,836125,2021_42,23
category_2,225259,2021_42,15
category_2,865933,2021_42,31
category_1,1049776,2021_42,12
category_4,1003183,2021_42,19
category_1,416212,2021_42,10
category_1,1085749,2021_42,14
category_2,267478,2021_42,9
category_4,1003147,2021_42,151
category_1,35449,2021_42,6
category_4,1082743,2021_42,4
category_2,50785,2021_42,10
category_2,172033,2021_42,22
category_1,17287,2021_42,10
category_1,1044619,2021_42,21
category_2,1006099,2021_42,4
category_1,371104,2021_42,12
category_1,370195,2021_42,48
category_2,111382,2021_42,11
category_2,858886,2021_42,7
category_1,1032559,2021_42,9
category_2,1067092,2021_42,95
category_2,1076938,2021_42,4
category_2,87559,2021_42,18
category_1,1061638,2021_42,153
category_1,35530,2021_42,7
category_1,755584,2021_42,13
category_2,1006090,2021_42,9
category_2,111436,2021_42,6
category_2,1071106,2021_42,16
category_1,1075651,2021_42,4
category_2,1101553,2021_42,5
category_2,213802,2021_42,11
category_2,1076920,2021_42,13
category_2,130993,2021_42,13
category_1,1048975,2021_42,4
category_2,1006009,2021_42,9
category_1,839374,2021_42,13
category_1,1032550,2021_42,18
category_2,877624,2021_42,20
category_2,1071115,2021_42,4
category_2,99079,2021_42,12
category_2,906595,2021_42,6
category_1,145330,2021_42,6
category_3,16936,2021_42,31
category_3,1097143,2021_42,10
category_1,1090303,2021_42,7
category_1,1044610,2021_42,8
category_1,371239,2021_42,6
category_2,64978,2021_42,2
category_2,173617,2021_42,18
category_2,41830,2021_42,12
category_2,1076929,2021_42,6
category_2,1090258,2021_42,5
category_1,1067128,2021_42,17
category_3,1101661,2021_42,14
category_2,211309,2021_42,10
category_2,1010068,2021_42,11
category_2,75886,2021_42,10
category_3,397213,2021_42,1
category_2,913561,2021_42,6
category_2,999403,2021_42,3
category_4,1003192,2021_42,5
category_1,1021264,2021_42,5
category_1,1090294,2021_42,5
category_1,59047,2021_42,1
category_2,745945,2021_42,2
category_2,86974,2021_42,2
category_2,87046,2021_42,1
category_2,1090276,2021_42,5
category_1,1081339,2021_42,3
category_2,57058,2021_42,4
category_2,1006108,2021_42,2
category_1,1068883,2021_42,1
category_2,39436,2021_45,21
category_2,745945,2021_45,47
category_2,57058,2021_45,10
category_1,3427,2021_45,36
category_3,1090024,2021_45,10
category_4,1074823,2021_45,345
category_3,1066570,2021_45,56
category_1,1056463,2021_45,39
category_2,87559,2021_45,14
category_3,1060630,2021_45,40
category_2,1071115,2021_45,13
category_4,1024810,2021_45,55
category_2,1101571,2021_45,3
category_1,1047967,2021_45,130
category_4,245581,2021_45,88
category_1,36898,2021_45,58
category_2,1067074,2021_45,34
category_2,110320,2021_45,38
category_4,1082743,2021_45,9
category_1,17296,2021_45,643
category_2,1105009,2021_45,17
category_2,687616,2021_45,7
category_2,87046,2021_45,15
category_2,40759,2021_45,35
category_4,1003147,2021_45,60
category_3,1047130,2021_45,55
category_2,30877,2021_45,131
category_1,1030948,2021_45,9
category_1,24136,2021_45,17
category_2,248272,2021_45,24
category_1,1044691,2021_45,12
category_1,1058713,2021_45,30
category_1,1081321,2021_45,18
category_1,1032550,2021_45,24
category_2,65788,2021_45,12
category_2,1103056,2021_45,20
category_2,43630,2021_45,31
category_2,1090249,2021_45,27
category_2,1070836,2021_45,17
category_2,1071106,2021_45,35
category_1,142756,2021_45,28
category_2,903976,2021_45,20
category_2,837943,2021_45,79
category_2,1101562,2021_45,13
category_1,1032532,2021_45,101
category_2,172033,2021_45,177
category_2,267496,2021_45,15
category_2,118033,2021_45,16
category_1,1032568,2021_45,7
category_2,1006009,2021_45,4
category_2,836152,2021_45,16
category_3,169504,2021_45,686
category_2,50785,2021_45,12
category_2,20824,2021_45,284
category_2,99079,2021_45,15
category_3,1064572,2021_45,14
category_2,815101,2021_45,22
category_4,23200,2021_45,61
category_2,1101553,2021_45,9
category_2,59749,2021_45,44
category_2,1105027,2021_45,10
category_3,1081078,2021_45,8
category_1,1032586,2021_45,13
category_1,371239,2021_45,6
category_4,1060909,2021_45,102
category_1,38518,2021_45,8
category_1,1067119,2021_45,22
category_2,174436,2021_45,73
category_1,42424,2021_45,27
category_4,1003156,2021_45,89
category_2,1064473,2021_45,40
category_3,1081060,2021_45,96
category_3,131983,2021_45,31
category_1,1050046,2021_45,11
category_2,23569,2021_45,52
category_2,1098502,2021_45,9
category_4,836584,2021_45,123
category_2,877624,2021_45,21
category_2,1101769,2021_45,22
category_2,111382,2021_45,15
category_4,123307,2021_45,397
category_2,1090240,2021_45,21
category_2,836125,2021_45,48
category_4,753613,2021_45,34
category_1,1081339,2021_45,29
category_2,1076938,2021_45,6
category_2,1044502,2021_45,17
category_3,37861,2021_45,80
category_1,1032541,2021_45,257
category_2,1067092,2021_45,111
category_2,124954,2021_45,35
category_2,75886,2021_45,9
category_2,1098493,2021_45,8
category_1,119554,2021_45,127
category_1,124774,2021_45,15
category_1,1061341,2021_45,50
category_1,43657,2021_45,9
category_2,32245,2021_45,29
category_2,211309,2021_45,13
category_2,130993,2021_45,37
category_4,872260,2021_45,10
category_1,42496,2021_45,32
category_2,132028,2021_45,193
category_2,838456,2021_45,13
category_2,64978,2021_45,7
category_1,839374,2021_45,19
category_1,1044682,2021_45,23
category_2,1071124,2021_45,14
category_1,76399,2021_45,35
category_3,132334,2021_45,20
category_1,379249,2021_45,29
category_2,1006108,2021_45,11
category_2,999403,2021_45,15
category_1,43738,2021_45,11
category_2,399220,2021_45,19
category_3,1101661,2021_45,14
category_1,17287,2021_45,12
category_1,86992,2021_45,33
category_3,893824,2021_45,66
category_3,1081087,2021_45,24
category_2,906586,2021_45,10
category_1,1032559,2021_45,13
category_1,3418,2021_45,43
category_3,397213,2021_45,18
category_2,1092184,2021_45,8
category_2,9925,2021_45,11
category_1,1061638,2021_45,25
category_2,1070818,2021_45,9
category_2,906595,2021_45,10
category_4,1003183,2021_45,15
category_1,755584,2021_45,30
category_3,88450,2021_45,123
category_2,1090276,2021_45,16
category_1,48940,2021_45,12
category_2,1076920,2021_45,12
category_4,1003192,2021_45,25
category_1,1067128,2021_45,5
category_2,1076929,2021_45,5
category_2,1010068,2021_45,16
category_1,839356,2021_45,57
category_2,267478,2021_45,5
category_1,1049776,2021_45,18
category_3,1081069,2021_45,19
category_2,865933,2021_45,14
category_1,1021264,2021_45,5
category_2,216151,2021_45,30
category_1,370195,2021_45,63
category_1,145978,2021_45,23
category_1,1044610,2021_45,3
category_2,1026871,2021_45,14
category_3,1063600,2021_45,11
category_1,1090105,2021_45,5
category_3,1097143,2021_45,9
category_3,1013335,2021_45,5
category_2,86974,2021_45,1
category_1,1075651,2021_45,13
category_2,210868,2021_45,5
category_2,111436,2021_45,5
category_2,172582,2021_45,9
category_2,117610,2021_45,29
category_2,262384,2021_45,7
category_1,1084498,2021_45,15
category_2,1006099,2021_45,21
category_1,1015621,2021_45,2
category_1,1054978,2021_45,39
category_2,1006090,2021_45,16
category_2,1090258,2021_45,2
category_1,145330,2021_45,8
category_3,7666,2021_45,10
category_1,1048975,2021_45,5
category_2,913561,2021_45,15
category_2,1105018,2021_45,11
category_2,213802,2021_45,6
category_1,1090114,2021_45,3
category_2,138742,2021_45,20
category_3,16936,2021_45,7
category_1,1044619,2021_45,13
category_2,41830,2021_45,7
category_1,37510,2021_45,7
category_2,858886,2021_45,4
category_4,731104,2021_45,10
category_1,35584,2021_45,2
category_1,1085749,2021_45,2
category_1,371104,2021_45,6
category_2,225259,2021_45,9
category_1,35530,2021_45,18
category_1,1068883,2021_45,3
category_1,416212,2021_45,4
category_1,59047,2021_45,3
category_1,35449,2021_45,7
category_1,370195,2021_47,48
category_3,1081060,2021_47,93
category_1,1075651,2021_47,11
category_3,7666,2021_47,79
category_1,839356,2021_47,28
category_4,1003156,2021_47,67
category_2,1103056,2021_47,24
category_2,1070836,2021_47,20
category_2,267478,2021_47,13
category_1,24136,2021_47,22
category_4,1003192,2021_47,24
category_1,1032532,2021_47,73
category_2,138742,2021_47,22
category_3,169504,2021_47,676
category_4,1060909,2021_47,62
category_4,836584,2021_47,296
category_2,132028,2021_47,225
category_1,42424,2021_47,28
category_2,1098502,2021_47,9
category_1,145978,2021_47,44
category_1,1056463,2021_47,30
category_2,1071106,2021_47,38
category_2,172582,2021_47,25
category_2,1101769,2021_47,14
category_2,211309,2021_47,9
category_3,1063600,2021_47,17
category_1,145330,2021_47,9
category_4,1024810,2021_47,53
category_2,41830,2021_47,28
category_2,267496,2021_47,11
category_2,858886,2021_47,8
category_4,123307,2021_47,409
category_1,76399,2021_47,19
category_1,3418,2021_47,54
category_2,216151,2021_47,15
category_1,379249,2021_47,38
category_1,1061638,2021_47,71
category_2,43630,2021_47,27
category_2,248272,2021_47,24
category_1,43738,2021_47,27
category_2,1026871,2021_47,13
category_4,1003147,2021_47,79
category_2,57058,2021_47,7
category_2,225259,2021_47,10
category_1,1032586,2021_47,12
category_2,87559,2021_47,14
category_1,1067119,2021_47,21
category_1,1044682,2021_47,46
category_4,1074823,2021_47,393
category_2,20824,2021_47,134
category_2,1070818,2021_47,19
category_3,1064572,2021_47,6
category_1,35449,2021_47,18
category_2,836125,2021_47,32
category_2,1090249,2021_47,25
category_4,872260,2021_47,15
category_2,174436,2021_47,90
category_2,1006108,2021_47,17
category_2,39436,2021_47,10
category_2,59749,2021_47,38
category_2,837943,2021_47,102
category_1,1044691,2021_47,28
category_2,877624,2021_47,25
category_2,50785,2021_47,24
category_1,119554,2021_47,217
category_1,36898,2021_47,62
category_2,1071115,2021_47,10
category_4,731104,2021_47,7
category_2,86974,2021_47,11
category_1,1090105,2021_47,8
category_4,23200,2021_47,108
category_2,118033,2021_47,12
category_2,836152,2021_47,12
category_1,1058713,2021_47,27
category_1,1067128,2021_47,3
category_2,32245,2021_47,29
category_1,1049776,2021_47,28
category_2,30877,2021_47,61
category_2,745945,2021_47,21
category_1,43657,2021_47,5
category_3,1097143,2021_47,33
category_1,1032559,2021_47,10
category_3,88450,2021_47,115
category_1,3427,2021_47,42
category_2,262384,2021_47,17
category_2,1067092,2021_47,142
category_2,1006090,2021_47,12
category_2,65788,2021_47,10
category_1,1068883,2021_47,4
category_3,1013335,2021_47,7
category_2,110320,2021_47,50
category_2,906595,2021_47,9
category_2,124954,2021_47,23
category_1,1081321,2021_47,16
category_1,1015621,2021_47,7
category_2,172033,2021_47,77
category_2,1071124,2021_47,15
category_2,1092184,2021_47,14
category_2,40759,2021_47,56
category_4,1003183,2021_47,30
category_1,416212,2021_47,9
category_1,755584,2021_47,35
category_2,687616,2021_47,22
category_3,1047130,2021_47,75
category_1,86992,2021_47,50
category_2,117610,2021_47,26
category_1,17296,2021_47,580
category_2,1067074,2021_47,22
category_2,1064473,2021_47,29
category_4,753613,2021_47,36
category_2,173617,2021_47,12
category_1,35530,2021_47,20
category_1,1081339,2021_47,18
category_2,906586,2021_47,12
category_1,1085749,2021_47,10
category_4,245581,2021_47,76
category_2,399220,2021_47,28
category_3,1101661,2021_47,38
category_3,1081087,2021_47,51
category_1,1021264,2021_47,8
category_2,903976,2021_47,25
category_2,75886,2021_47,13
category_1,1044619,2021_47,39
category_1,1054978,2021_47,75
category_2,1090276,2021_47,11
category_2,913561,2021_47,7
category_1,124774,2021_47,20
category_2,111436,2021_47,8
category_3,1090024,2021_47,21
category_2,99079,2021_47,32
category_3,37861,2021_47,143
category_3,1066570,2021_47,91
category_1,1030948,2021_47,5
category_1,1032541,2021_47,47
category_1,1044610,2021_47,14
category_2,23569,2021_47,21
category_1,1050046,2021_47,32
category_2,64978,2021_47,12
category_2,815101,2021_47,40
category_2,9925,2021_47,12
category_1,48940,2021_47,18
category_2,1090240,2021_47,17
category_1,1061341,2021_47,45
category_1,142756,2021_47,38
category_2,1076938,2021_47,7
category_2,210868,2021_47,6
category_3,131983,2021_47,32
category_3,132334,2021_47,42
category_1,1032568,2021_47,6
category_2,87046,2021_47,5
category_1,1090294,2021_47,6
category_2,1101562,2021_47,10
category_3,1060630,2021_47,43
category_1,371239,2021_47,3
category_2,111382,2021_47,16
category_2,999403,2021_47,10
category_2,865933,2021_47,13
category_2,1105009,2021_47,4
category_1,1047967,2021_47,87
category_2,213802,2021_47,7
category_2,1105027,2021_47,16
category_3,1081078,2021_47,3
category_2,1010068,2021_47,14
category_3,16936,2021_47,151
category_1,839374,2021_47,37
category_4,1082743,2021_47,8
category_1,1048975,2021_47,6
category_1,371104,2021_47,5
category_2,1076920,2021_47,9
category_2,1044502,2021_47,12
category_1,1090114,2021_47,4
category_2,1101571,2021_47,4
category_1,37510,2021_47,2
category_1,17287,2021_47,10
category_2,1006009,2021_47,7
category_3,1081069,2021_47,8
category_2,1098493,2021_47,8
category_3,397213,2021_47,7
category_1,1084498,2021_47,35
category_2,1090258,2021_47,8
category_1,1032550,2021_47,6
category_2,838456,2021_47,17
category_1,42496,2021_47,20
category_2,1076929,2021_47,2
category_1,38518,2021_47,18
category_1,35584,2021_47,4
category_2,1105018,2021_47,7
category_2,1101553,2021_47,6
category_2,1006099,2021_47,6
category_2,130993,2021_47,7
category_1,1090303,2021_47,3
category_3,893824,2021_47,48
category_2,687616,2021_39,15
category_3,1060630,2021_39,33
category_2,836152,2021_39,9
category_2,1092184,2021_39,7
category_1,1032568,2021_39,123
category_1,1054978,2021_39,22
category_2,172033,2021_39,18
category_3,1047130,2021_39,22
category_2,838456,2021_39,5
category_1,1032541,2021_39,129
category_4,1003192,2021_39,7
category_4,1060909,2021_39,13
category_2,172582,2021_39,13
category_2,1071106,2021_39,9
category_2,1006099,2021_39,4
category_2,117610,2021_39,4
category_1,43657,2021_39,3
category_4,1003183,2021_39,6
category_3,1064572,2021_39,5
category_2,32245,2021_39,26
category_3,397213,2021_39,10
category_3,37861,2021_39,77
category_2,20824,2021_39,53
category_2,1098493,2021_39,6
category_2,213802,2021_39,5
category_1,371239,2021_39,11
category_1,1044682,2021_39,18
category_2,87046,2021_39,6
category_4,1024810,2021_39,18
category_2,30877,2021_39,21
category_2,86974,2021_39,12
category_1,839374,2021_39,30
category_1,839356,2021_39,6
category_2,59749,2021_39,26
category_2,865933,2021_39,24
category_1,1049776,2021_39,9
category_3,88450,2021_39,65
category_4,1003156,2021_39,24
category_1,416212,2021_39,5
category_2,1101562,2021_39,6
category_2,1006009,2021_39,8
